# energy grid [eV]     epsr_x  epsr_y  epsr_z
#
    0.001000000******************************  -38.524130932
    0.021038076 -506.339758714 -451.027754637    4.627631811
    0.041076152 -100.304306036  -88.591705878    4.525540122
    0.061114228  -25.778671057  -22.202584470    4.452956321
    0.081152305   -1.354294128   -0.621561952    4.402198133
    0.101190381    8.733986564    8.133373455    4.363643804
    0.121228457   13.285636203   11.956007070    4.332311680
    0.141266533   15.276880375   13.521354744    4.305678648
    0.161304609   15.932799429   13.928141267    4.282401947
    0.181342685   15.833665988   13.696517560    4.261666887
    0.201380762   15.286078098   13.106937954    4.242859835
    0.221418838   14.467559324   12.330525691    4.225418558
    0.241456914   13.491747844   11.481563286    4.208772480
    0.261494990   12.441085680   10.637929852    4.192313566
    0.281533066   11.381195445    9.848543156    4.175386730
    0.301571142   10.363157175    9.137763362    4.157337523
    0.321609218    9.420859514    8.512072344    4.137650856
    0.341647295    8.570468772    7.969170153    4.116145980
    0.361685371    7.814257781    7.505466817    4.093110552
    0.381723447    7.146666952    7.118845295    4.069257841
    0.401761523    6.560404425    6.807818635    4.045514564
    0.421799599    6.051131844    6.569721142    4.022776245
    0.441837675    5.618798607    6.398827730    4.001753020
    0.461875752    5.264975464    6.284546933    3.982901289
    0.481913828    4.988654862    6.210792813    3.966382272
    0.501951904    4.783853919    6.157717306    3.952054205
    0.521989980    4.640157349    6.105694319    3.939531694
    0.542028056    4.545162670    6.040239468    3.928283243
    0.562066132    4.487312216    5.955754281    3.917706518
    0.582104208    4.458007892    5.855866117    3.907170812
    0.602142285    4.452437217    5.750077987    3.896082441
    0.622180361    4.469218473    5.649377033    3.884041838
    0.642218437    4.509444116    5.563711538    3.871090445
    0.662256513    4.575464903    5.501689859    3.857916975
    0.682294589    4.669424313    5.470960079    3.845819183
    0.702332665    4.791844467    5.477987041    3.836338013
    0.722370741    4.940880868    5.527112228    3.830748975
    0.742408818    5.112420140    5.619496423    3.829722976
    0.762446894    5.300538197    5.752511967    3.833300747
    0.782484970    5.497867435    5.919790770    3.841080494
    0.802523046    5.695887985    6.111853594    3.852443508
    0.822561122    5.885441394    6.317158030    3.866714904
    0.842599198    6.057869591    6.523443851    3.883245405
    0.862637275    6.207083516    6.719402225    3.901443673
    0.882675351    6.332186753    6.896731589    3.920789780
    0.902713427    6.439154089    7.052155615    3.940847219
    0.922751503    6.539686701    7.188255707    3.961281751
    0.942789579    6.646833539    7.312085216    3.981882825
    0.962827655    6.769444159    7.431841093    4.002566224
    0.982865731    6.908617676    7.553274694    4.023339833
    1.002903808    7.057805805    7.677678563    4.044245693
    1.022941884    7.205642917    7.802090599    4.065315388
    1.042979960    7.339317558    7.920973482    4.086560791
    1.063018036    7.446920641    8.028130326    4.107984778
    1.083056112    7.518661769    8.118103400    4.129579755
    1.103094188    7.547950920    8.187073463    4.151305593
    1.123132265    7.533217925    8.233540799    4.173073443
    1.143170341    7.479893605    8.258704246    4.194762035
    1.163208417    7.400478382    8.266079450    4.216256988
    1.183246493    7.311099725    8.260140970    4.237475978
    1.203284569    7.225785722    8.244569364    4.258357228
    1.223322645    7.152041841    8.221188197    4.278828682
    1.243360721    7.090285119    8.190178847    4.298792026
    1.263398798    7.036431005    8.151121682    4.318136787
    1.283436874    6.985073272    8.103893017    4.336781826
    1.303474950    6.931519946    8.048799897    4.354731478
    1.323513026    6.872602700    7.986040673    4.372106959
    1.343551102    6.806804449    7.914994673    4.389102777
    1.363589178    6.733991703    7.833835316    4.405872131
    1.383627255    6.654861153    7.739809158    4.422416276
    1.403665331    6.570285749    7.630267534    4.438550924
    1.423703407    6.480765055    7.504024664    4.453958593
    1.443741483    6.386120462    7.362197215    4.468286680
    1.463779559    6.285539006    7.207975273    4.481251576
    1.483817635    6.178025037    7.045605747    4.492738571
    1.503855711    6.063130504    6.879272247    4.502894174
    1.523893788    5.941562605    6.712290399    4.512155841
    1.543931864    5.815269066    6.546809791    4.521123910
    1.563969940    5.686934087    6.384119497    4.530277633
    1.584008016    5.559119228    6.225291803    4.539708983
    1.604046092    5.433401272    6.071597531    4.549059821
    1.624084168    5.309835977    5.924326478    4.557667176
    1.644122244    5.186983346    5.784139865    4.564774525
    1.664160321    5.062687803    5.650505947    4.569689146
    1.684198397    4.935578856    5.521765730    4.571858427
    1.704236473    4.806634903    5.395869660    4.570875090
    1.724274549    4.679741497    5.271374234    4.566415248
    1.744312625    4.560730921    5.148268264    4.558128343
    1.764350701    4.455551098    5.028344308    4.545529012
    1.784388778    4.368729410    4.914932079    4.527961787
    1.804426854    4.302713789    4.812010127    4.504710349
    1.824464930    4.257897862    4.723040983    4.475259817
    1.844503006    4.232959388    4.650073244    4.439581625
    1.864541082    4.225314296    4.593506054    4.398226897
    1.884579158    4.231594227    4.552496874    4.352135010
    1.904617234    4.248118276    4.525637962    4.302312954
    1.924655311    4.271364055    4.511503157    4.249654379
    1.944693387    4.298353553    4.508871015    4.195015505
    1.964731463    4.326821714    4.516658209    4.139410168
    1.984769539    4.355205162    4.533793274    4.084087177
    2.004807615    4.382630921    4.559234603    4.030387833
    2.024845691    4.408970042    4.592069355    3.979486599
    2.044883768    4.434847676    4.631520080    3.932190237
    2.064921844    4.461481343    4.676853215    3.888876591
    2.084959920    4.490326220    4.727303372    3.849536743
    2.104997996    4.522661355    4.782071680    3.813868400
    2.125036072    4.559313410    4.840385238    3.781404164
    2.145074148    4.600608263    4.901561040    3.751654368
    2.165112224    4.646507414    4.964957577    3.724222524
    2.185150301    4.696807006    5.029736771    3.698864269
