0.001,#VALUE!
0.021038076,0.859761794
0.041076152,0.332905389
0.061114228,0.340255014
0.081152305,0.336712709
0.101190381,0.328557967
0.121228457,0.319694573
0.141266533,0.311406817
0.161304609,0.304073903
0.181342685,0.297734173
0.201380762,0.292319204
0.221418838,0.287756795
0.241456914,0.283983398
0.26149499,0.280896378
0.281533066,0.278300038
0.301571142,0.275888554
0.321609218,0.273269192
0.341647295,0.270011179
0.361685371,0.265717349
0.381723447,0.26012144
0.401761523,0.253195053
0.421799599,0.245220344
0.441837675,0.236773365
0.461875752,0.228590455
0.481913828,0.221361236
0.501951904,0.215556161
0.52198998,0.21137195
0.542028056,0.208780634
0.562066132,0.207611593
0.582104208,0.207620915
0.602142285,0.208542845
0.622180361,0.210127523
0.642218437,0.212164004
0.662256513,0.214488113
0.682294589,0.216979353
0.702332665,0.219552797
0.722370741,0.222150075
0.742408818,0.224731053
0.762446894,0.227266636
0.78248497,0.229733668
0.802523046,0.232112952
0.822561122,0.234390228
0.842599198,0.236558662
0.862637275,0.238620755
0.882675351,0.240587713
0.902713427,0.242475651
0.922751503,0.244300133
0.942789579,0.246071283
0.962827655,0.247790368
0.982865731,0.249447245
1.002903808,0.251018469
1.022941884,0.252467625
1.04297996,0.253749961
1.063018036,0.254821335
1.083056112,0.255648527
1.103094188,0.256216911
1.123132265,0.256533115
1.143170341,0.256622763
1.163208417,0.256525524
1.183246493,0.256289581
1.203284569,0.255966191
1.223322645,0.255604984
1.243360721,0.255251326
1.263398798,0.254945903
1.283436874,0.254724779
1.30347495,0.254618259
1.323513026,0.254648757
1.343551102,0.254829699
1.363589178,0.255167565
1.383627255,0.255666343
1.403665331,0.25633069
1.423703407,0.257165392
1.443741483,0.258172866
1.463779559,0.259352026
1.483817635,0.26069908
1.503855711,0.262207773
1.523893788,0.263867469
1.543931864,0.265660996
1.56396994,0.267565464
1.584008016,0.269556887
1.604046092,0.271616642
1.624084168,0.273736922
1.644122244,0.275923044
1.664160321,0.278191615
1.684198397,0.280564909
1.704236473,0.283063566
1.724274549,0.285701109
1.744312625,0.288482431
1.764350701,0.291404367
1.784388778,0.294454471
1.804426854,0.297606607
1.82446493,0.300815513
1.844503006,0.304014133
1.864541082,0.307118166
1.884579158,0.310040852
1.904617234,0.312714836
1.924655311,0.31511046
1.944693387,0.317240261
1.964731463,0.319149508
1.984769539,0.320900711
2.004807615,0.322558127
2.024845691,0.324173806
2.044883768,0.325776236
2.064921844,0.327362886
2.08495992,0.328898554
2.104997996,0.330322414
2.125036072,0.331565234
2.145074148,0.332574139
2.165112224,0.333336654
2.185150301,0.333891455
2.205188377,0.334317515
2.225226453,0.334706625
2.245264529,0.335135159
2.265302605,0.335649544
2.285340681,0.336269904
2.305378758,0.337006539
2.325416834,0.337878534
2.34545491,0.338923389
2.365492986,0.340191982
2.385531062,0.341732702
2.405569138,0.343575238
2.425607214,0.345722505
2.445645291,0.348152094
2.465683367,0.350824571
2.485721443,0.353696026
2.505759519,0.35673142
2.525797595,0.35991331
2.545835671,0.363240915
2.565873747,0.366719031
2.585911824,0.370343569
2.6059499,0.374094251
2.625987976,0.377939075
2.646026052,0.38184407
2.666064128,0.385777991
2.686102204,0.389708527
2.706140281,0.393595362
2.726178357,0.397387733
2.746216433,0.40103051
2.766254509,0.404477114
2.786292585,0.407702541
2.806330661,0.410708467
2.826368737,0.413516383
2.846406814,0.416151145
2.86644489,0.418621984
2.886482966,0.420908001
2.906521042,0.422952032
2.926559118,0.424665174
2.946597194,0.425942712
2.966635271,0.426686395
2.986673347,0.426823482
3.006711423,0.426317246
3.026749499,0.425170134
3.046787575,0.423420819
3.066825651,0.421134918
3.086863727,0.418392159
3.106901804,0.415275749
3.12693988,0.411866802
3.146977956,0.408241456
3.167016032,0.404467869
3.187054108,0.400603192
3.207092184,0.396692766
3.227130261,0.392773877
3.247168337,0.388884447
3.267206413,0.38507383
3.287244489,0.381409898
3.307282565,0.377975504
3.327320641,0.374851562
3.347358717,0.372092607
3.367396794,0.369707549
3.38743487,0.367657287
3.407472946,0.365871936
3.427511022,0.36427931
3.447549098,0.362830772
3.467587174,0.361514154
3.487625251,0.360351663
3.507663327,0.359386149
3.527701403,0.358659289
3.547739479,0.358185765
3.567777555,0.357933218
3.587815631,0.357821433
3.607853707,0.357744578
3.627891784,0.357602335
3.64792986,0.357320102
3.667967936,0.35685267
3.688006012,0.356181115
3.708044088,0.35531174
3.728082164,0.354276246
3.74812024,0.353129616
3.768158317,0.351946425
3.788196393,0.350817336
3.808234469,0.34984315
